Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population_Staying_at_Home,Population_Not_Staying_at_Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID
State,2019/08/18,17,IL,,,2639376,10062757,56323574,14422420,14618502,6998402,8080423,8064551,2802446,686734,371168,105890,173038,17-00000-20190818
State,2019/08/19,17,IL,,,2471046,10231087,59576101,15392391,14550899,7129800,8819384,9406030,3144090,604958,261064,93730,173755,17-00000-20190819
State,2019/08/20,17,IL,,,2565275,10136858,58834238,14836710,14312328,7059026,8881493,9476730,3192206,590293,243908,83499,158045,17-00000-20190820
State,2019/08/21,17,IL,,,2525819,10176314,61821647,15720850,15052477,7467566,9263658,9956759,3304691,595972,238924,76312,144438,17-00000-20190821
State,2019/08/22,17,IL,,,2472081,10230052,59864706,14738392,14431503,7382850,9307190,9717977,3153650,586158,251996,90046,204944,17-00000-20190822
State,2019/08/23,17,IL,,,2563982,10138151,63718815,15927164,15551117,7823150,9763794,10131624,3301640,673392,299642,87732,159560,17-00000-20190823
State,2019/08/24,17,IL,,,2632045,10070088,64559447,16650788,16272965,8186094,9563230,9525161,3122616,702226,292619,87338,156410,17-00000-20190824
State,2019/08/25,17,IL,,,2643945,10058188,55125813,13927946,13945770,6898533,8145431,8139742,2744607,680879,340443,107659,194803,17-00000-20190825
State,2019/08/26,17,IL,,,2500251,10201882,56786034,13884385,13598279,7113629,8594700,9375767,3063254,596341,267601,89272,202806,17-00000-20190826
State,2019/08/27,17,IL,,,2453498,10248635,59126314,14848232,14365392,7271641,8939748,9500090,3094507,586008,245580,89999,185117,17-00000-20190827
State,2019/08/28,17,IL,,,2476674,10225459,62307061,15857236,15232572,7697235,9302108,9934419,3251826,600140,226799,76596,128130,17-00000-20190828
State,2019/08/29,17,IL,,,2527993,10174140,58018502,13962024,13910163,7381528,9197255,9434738,2985459,586744,250225,92952,217414,17-00000-20190829
State,2019/08/30,17,IL,,,2488996,10213137,61891740,15143753,14994020,7635251,9616067,10070003,3184488,685121,306947,99538,156552,17-00000-20190830
State,2019/08/31,17,IL,,,2771475,9930658,61789981,15509552,15359071,7745820,9531027,9430024,2991498,691816,289957,89804,151412,17-00000-20190831
State,2019/09/01,17,IL,,,2822946,9879187,64099642,15882326,16449974,8275273,10121305,9354242,2807307,666694,282893,90060,169568,17-00000-20190901
State,2019/09/02,17,IL,,,2901253,9800880,60426557,15158983,15848450,7608355,9188401,8641610,2625549,714623,354823,113602,172161,17-00000-20190902
State,2019/09/03,17,IL,,,2536596,10165537,59541128,14302705,14238731,7266985,9702503,10026935,2989150,543726,214562,83494,172337,17-00000-20190903
State,2019/09/04,17,IL,,,2570161,10131972,63893885,15732340,15439343,7750155,10260668,10623454,3108421,547985,215266,79849,136404,17-00000-20190904
State,2019/09/05,17,IL,,,2558593,10143540,61102906,14614526,14415657,7631279,10140643,10197285,3000190,554798,242289,95104,211135,17-00000-20190905
State,2019/09/06,17,IL,,,2553906,10148227,65013605,15855366,15575077,7947154,10562481,10733402,3188355,628433,284289,88080,150968,17-00000-20190906
State,2019/09/07,17,IL,,,2763874,9938259,65288559,16231637,16191483,8141677,10549498,10095083,2932351,640208,274307,85184,147131,17-00000-20190907
State,2019/09/08,17,IL,,,3066270,9635863,58506774,14004889,14792038,7506595,9459045,8821845,2684274,645216,311968,98486,182418,17-00000-20190908
State,2019/09/09,17,IL,,,2675618,10026515,58055818,14072803,14142843,7185254,9098302,9435287,2984629,585286,256867,100202,194345,17-00000-20190909
State,2019/09/10,17,IL,,,2579203,10122930,59972767,15208719,14408593,7383488,9132891,9676132,3103359,569591,237422,93178,159394,17-00000-20190910
State,2019/09/11,17,IL,,,2526446,10175687,61514295,15427980,14925703,7625299,9359293,9992940,3176196,579569,232924,78322,116069,17-00000-20190911
State,2019/09/12,17,IL,,,2574711,10127422,59785221,14661687,14301294,7553129,9307695,9723606,3122403,599283,252622,88911,174591,17-00000-20190912
State,2019/09/13,17,IL,,,2534138,10167995,63609872,15721146,15292651,7941519,9913488,10318219,3255573,660116,291423,86670,129067,17-00000-20190913
State,2019/09/14,17,IL,,,2709161,9992972,64960220,16739191,16063616,8138757,9918494,9818486,3090119,685388,285644,86623,133902,17-00000-20190914
State,2019/09/15,17,IL,,,2766344,9935789,59198435,14821259,14966013,7689621,8859622,8682916,2912731,678561,329987,99223,158502,17-00000-20190915
State,2019/09/16,17,IL,,,2643179,10058954,60923371,15556011,14421288,7500174,9276206,9902346,3163986,606330,257265,84382,155383,17-00000-20190916
State,2019/09/17,17,IL,,,2660873,10041260,62396521,16230737,14848496,7517775,9483097,10127384,3185272,566446,230850,75201,131263,17-00000-20190917
State,2019/09/18,17,IL,,,2594572,10107561,64310753,16729168,15384124,7760297,9773293,10447927,3238101,582070,218358,70897,106518,17-00000-20190918
State,2019/09/19,17,IL,,,2606476,10095657,62400864,15951114,14518049,7616731,9663833,10330540,3258346,602502,236230,78403,145116,17-00000-20190919
State,2019/09/20,17,IL,,,2683140,10018993,65331510,16862613,15281882,7967585,9953506,10773708,3366825,669775,271409,76731,107476,17-00000-20190920
State,2019/09/21,17,IL,,,2844909,9857224,63967340,16579867,15606524,7891374,9816276,9861424,3087229,672764,267541,74808,109533,17-00000-20190921
State,2019/09/22,17,IL,,,2852440,9849693,57415441,14616879,14533000,7311122,8503566,8417659,2815740,678246,318555,85707,134967,17-00000-20190922
State,2019/09/23,17,IL,,,2738485,9963648,60219907,15895152,14241385,7354436,9021043,9613923,3093075,571113,234090,73658,122032,17-00000-20190923
State,2019/09/24,17,IL,,,2671525,10030608,61395631,16176224,14335989,7409361,9438714,10026719,3091966,534316,206528,68065,107749,17-00000-20190924
State,2019/09/25,17,IL,,,2652502,10049631,62643179,16689016,14718376,7566725,9553688,10123020,3085404,540966,213344,62659,89981,17-00000-20190925
State,2019/09/26,17,IL,,,2651723,10050410,61464834,16010457,14246178,7496469,9532938,10092887,3127558,562560,218774,68143,108870,17-00000-20190926
State,2019/09/27,17,IL,,,2708951,9993182,62457324,16026846,14510274,7588188,9687738,10414230,3191195,628840,255422,70211,84380,17-00000-20190927
State,2019/09/28,17,IL,,,2841215,9860918,62865218,16405020,15325807,7824362,9808787,9590725,2873324,635746,248420,63433,89594,17-00000-20190928
State,2019/09/29,17,IL,,,2819585,9882548,55845752,14558854,13865860,6971872,8399500,8321736,2639670,614811,288913,74939,109597,17-00000-20190929
State,2019/09/30,17,IL,,,2975151,9726982,58467527,15563702,13653021,7252252,8771566,9409703,2918434,533659,213379,67679,84132,17-00000-20190930
State,2019/10/01,17,IL,,,2548719,10153414,59913911,16048228,13805872,7395082,8858487,9821072,3124406,522525,197244,60015,80980,17-00000-20191001
State,2019/10/02,17,IL,,,2706938,9995195,60305426,15901327,14099940,7709059,9141106,9702226,2924195,512310,184934,57334,72995,17-00000-20191002
State,2019/10/03,17,IL,,,2724025,9978108,62624910,16361409,14810203,7998633,9441117,10061579,3081586,548776,188799,62321,70487,17-00000-20191003
State,2019/10/04,17,IL,,,2860939,9841194,65514897,17314869,15532202,8455228,9739754,10317251,3167919,610542,240701,66075,70356,17-00000-20191004
State,2019/10/05,17,IL,,,2936424,9765709,64623899,17324836,15951996,8549357,9304534,9444386,3035201,639899,247016,61376,65298,17-00000-20191005
State,2019/10/06,17,IL,,,3034330,9667803,57799287,15661069,14196646,7437855,8404425,8356804,2670547,639149,277480,77582,77730,17-00000-20191006
State,2019/10/07,17,IL,,,2841282,9860851,59169985,16323139,13530419,7401377,8777019,9395098,2919649,546879,164043,57979,54383,17-00000-20191007
State,2019/10/08,17,IL,,,2812293,9889840,60179393,16157493,13569552,7308756,9557897,10022465,2824421,477141,153119,49121,59428,17-00000-20191008
State,2019/10/09,17,IL,,,2852196,9849937,60523980,16070778,13835099,7441910,9852102,9877325,2734739,454709,154676,50984,51658,17-00000-20191009
State,2019/10/10,17,IL,,,2324533,10377600,60163068,16002320,13811715,7168074,9278420,9956794,3117335,538788,190744,47007,51871,17-00000-20191010
State,2019/10/11,17,IL,,,2478801,10223332,61438588,16034125,14220158,7511914,9638581,10087780,3033925,581435,227938,53406,49326,17-00000-20191011
State,2019/10/12,17,IL,,,2636998,10065135,62520085,16641021,15029846,7831494,9732081,9472374,2870533,620790,227901,46279,47766,17-00000-20191012
State,2019/10/13,17,IL,,,2597525,10104608,55169736,14712056,13297284,6812425,8724180,8317393,2404815,533918,242728,57138,67799,17-00000-20191013
State,2019/10/14,17,IL,,,2442249,10259884,65758819,18465281,14677232,7635686,10132196,10307889,3282035,683622,310991,96143,167744,17-00000-20191014
State,2019/10/15,17,IL,,,2755580,9946553,57303375,14670311,12980728,7089955,9382879,9700342,2744296,466417,162392,47805,58250,17-00000-20191015
State,2019/10/16,17,IL,,,2797672,9904461,57748250,14982423,13058910,7080635,9574595,9641403,2666546,475353,156186,54922,57277,17-00000-20191016
State,2019/10/17,17,IL,,,2766321,9935812,56634103,14287819,12629311,6947630,9494874,9735932,2769057,492187,173578,50325,53390,17-00000-20191017
State,2019/10/18,17,IL,,,2694177,10007956,59497570,15005281,13453266,7465434,9893453,10048228,2785877,547493,194804,51736,51998,17-00000-20191018
State,2019/10/19,17,IL,,,2868398,9833735,60270301,15498940,14224469,7700578,9983237,9454545,2599544,527568,188427,48379,44614,17-00000-20191019
State,2019/10/20,17,IL,,,2941192,9760941,52527376,13720493,12306553,6637425,8530871,8176456,2311044,503496,220988,59868,60182,17-00000-20191020
State,2019/10/21,17,IL,,,2796181,9905952,54130195,13881798,12172061,6656316,8853609,9240817,2612384,452340,159684,49238,51948,17-00000-20191021
State,2019/10/22,17,IL,,,2803734,9898399,54938494,14002757,12369922,6681035,9086591,9366524,2686270,477240,167239,53339,47577,17-00000-20191022
State,2019/10/23,17,IL,,,2757173,9944960,55099338,14206952,12537122,6749238,9116576,9105785,2602912,477879,186896,64009,51969,17-00000-20191023
State,2019/10/24,17,IL,,,2516522,10185611,54163028,13570468,12228938,6614967,8972867,9366331,2656245,468312,175124,54026,55750,17-00000-20191024
State,2019/10/25,17,IL,,,2490383,10211750,56719531,14331838,12962869,7034835,9377579,9511740,2655192,524291,214280,54917,51990,17-00000-20191025
State,2019/10/26,17,IL,,,2844292,9857841,55035533,13798811,13259575,7135689,9103713,8552233,2362834,514050,201143,59377,48108,17-00000-20191026
State,2019/10/27,17,IL,,,2892350,9809783,51973905,13544323,12325041,6664691,8390348,7932858,2239534,503575,242251,70200,61084,17-00000-20191027
State,2019/10/28,17,IL,,,2598188,10103945,53999134,13668530,12076585,6675830,8894549,9341812,2664437,447197,146342,40674,43178,17-00000-20191028
State,2019/10/29,17,IL,,,2591598,10110535,54037478,13520023,12089982,6710026,9003768,9339228,2675272,461523,152693,45171,39792,17-00000-20191029
State,2019/10/30,17,IL,,,3450300,9251833,54809180,14675375,13297399,6772162,8840883,8385520,2150526,403144,167570,56787,59814,17-00000-20191030
State,2019/10/31,17,IL,,,2639919,10062214,54977349,14049119,12843046,6757616,8960886,9144550,2543176,427344,155460,47164,48988,17-00000-20191031
State,2019/11/01,17,IL,,,2479486,10222647,58525722,14898417,13646976,7349436,9527742,9624873,2694960,502222,184733,51488,44875,17-00000-20191101
State,2019/11/02,17,IL,,,2795156,9906977,57945274,14728885,13879447,7589153,9529033,8949902,2461217,518980,193146,47934,47577,17-00000-20191102
State,2019/11/03,17,IL,,,2974639,9727494,51926945,13475085,12660504,6661006,8421402,7817759,2099810,471749,202793,57367,59470,17-00000-20191103
State,2019/11/04,17,IL,,,2604553,10097580,54772041,14017440,12439169,6742378,8964787,9216107,2658565,478108,150532,48190,56765,17-00000-20191104
State,2019/11/05,17,IL,,,2621049,10081084,53844878,13422483,12105818,6618281,8897633,9349199,2706148,480344,159576,51615,53781,17-00000-20191105
State,2019/11/06,17,IL,,,2630344,10071789,53027004,13263753,11798196,6434091,8798492,9333431,2643689,481548,164451,53255,56098,17-00000-20191106
State,2019/11/07,17,IL,,,2599341,10102792,53741701,13144366,12212736,6560937,8894459,9395217,2737259,505315,172502,59756,59154,17-00000-20191107
State,2019/11/08,17,IL,,,2602636,10099497,56091739,13981578,12644084,6972246,9315857,9615558,2703599,525999,212196,60809,59813,17-00000-20191108
State,2019/11/09,17,IL,,,2840218,9861915,56704243,14059789,13624430,7321072,9497614,8944355,2419092,534824,201463,52175,49429,17-00000-20191109
State,2019/11/10,17,IL,,,2869669,9832464,52454680,13522462,12683691,6714220,8482843,8003133,2168958,499957,233137,73435,72844,17-00000-20191110
State,2019/11/11,17,IL,,,2841603,9860530,50693514,12884949,11777359,6289673,8331599,8317079,2356083,447722,172919,56731,59400,17-00000-20191111
State,2019/11/12,17,IL,,,2679674,10022459,53662957,13361095,12218118,6506629,8914416,9292431,2599865,473486,172378,59093,65446,17-00000-20191112
State,2019/11/13,17,IL,,,2616662,10085471,55000966,13823016,12395688,6676928,9094675,9487549,2720508,507799,178897,56538,59368,17-00000-20191113
State,2019/11/14,17,IL,,,2572268,10129865,54659185,13487439,12196129,6669944,9097361,9633312,2761587,511044,185038,56579,60752,17-00000-20191114
State,2019/11/15,17,IL,,,2562435,10139698,56700810,14416862,12748994,6985715,9349407,9677018,2729706,501603,188479,52444,50582,17-00000-20191115
State,2019/11/16,17,IL,,,3155417,9546716,59032857,15288332,14005853,7544180,9709717,9196493,2510606,502918,171963,50741,52054,17-00000-20191116
State,2019/11/17,17,IL,,,2949557,9752576,49964544,12455775,12161318,6347152,8353014,7753856,2088349,456418,213342,65711,69609,17-00000-20191117
State,2019/11/18,17,IL,,,2555944,10146189,54222933,13596669,12217212,6654149,8902716,9444597,2715390,443814,144868,46418,57100,17-00000-20191118
State,2019/11/19,17,IL,,,2969105,9733028,56370858,14067314,12911487,6919378,9375187,9621393,2727421,471536,167514,52100,57528,17-00000-20191119
State,2019/11/20,17,IL,,,2574653,10127480,54881628,13815211,12342410,6685477,9068893,9493331,2709950,487370,169865,53223,55898,17-00000-20191120
State,2019/11/21,17,IL,,,2569423,10132710,52569708,13192985,11716543,6409194,8714785,9171432,2576318,495234,175995,56289,60933,17-00000-20191121
State,2019/11/22,17,IL,,,2518880,10183253,55293818,13857207,12448547,6767164,9199959,9455484,2694111,540380,209042,61546,60378,17-00000-20191122
State,2019/11/23,17,IL,,,2893126,9809007,55621386,14242338,13092078,7071260,9195125,8739532,2484252,493215,191448,56872,55266,17-00000-20191123
State,2019/11/24,17,IL,,,3036296,9665837,50637603,13140103,12228801,6485700,8233586,7621332,2130160,450355,214105,66629,66832,17-00000-20191124
State,2019/11/25,17,IL,,,2615401,10086732,53117104,13443909,11954819,6533828,8702376,9126712,2592290,479357,171651,53454,58708,17-00000-20191125
State,2019/11/26,17,IL,,,2584642,10117491,54829863,13819620,12287557,6651428,9086346,9431419,2749660,493237,192420,62701,55475,17-00000-20191126
State,2019/11/27,17,IL,,,2598488,10103645,55919097,13929906,12931384,6916502,9197846,9370124,2649282,537404,249665,78358,58626,17-00000-20191127
State,2019/11/28,17,IL,,,3003230,9698903,46957767,11584305,10403058,5536057,7577696,8298045,2636034,587654,222801,57750,54367,17-00000-20191128
State,2019/11/29,17,IL,,,2747272,9954861,56389590,14425563,12914228,7132637,9444026,9057538,2568586,532542,203840,57057,53573,17-00000-20191129
State,2019/11/30,17,IL,,,2930053,9772080,53273655,13614301,12555056,6754937,8703671,8390930,2381406,502333,237702,76431,56888,17-00000-20191130
State,2019/12/01,17,IL,,,3087207,9614926,50465795,12914976,12074103,6427585,8044903,7800208,2206889,527973,298661,99542,70955,17-00000-20191201
State,2019/12/02,17,IL,,,2687703,10014430,54959572,14181164,12199121,6652567,8920437,9462267,2745894,499688,172669,59810,65955,17-00000-20191202
State,2019/12/03,17,IL,,,2627719,10074414,56476459,14333993,12529283,6855636,9173351,9958943,2811891,516460,175780,60055,61067,17-00000-20191203
State,2019/12/04,17,IL,,,2626372,10075761,54991379,13847650,12157974,6698373,9063902,9674270,2760482,490692,180445,59630,57961,17-00000-20191204
State,2019/12/05,17,IL,,,2625561,10076572,53796764,13126721,11982829,6598671,8981242,9540512,2770005,497668,172792,63640,62684,17-00000-20191205
State,2019/12/06,17,IL,,,2612107,10090026,56404616,13564227,12701721,7099640,9494835,9916820,2796551,511934,195724,65416,57748,17-00000-20191206
State,2019/12/07,17,IL,,,2887556,9814577,54919065,13035326,13013640,7132415,9339442,9079413,2553646,501356,172563,46530,44734,17-00000-20191207
State,2019/12/08,17,IL,,,3083456,9618677,54349856,13964993,12904935,6985589,8753088,8515656,2416165,468213,204140,63592,73485,17-00000-20191208
State,2019/12/09,17,IL,,,3081341,9620792,54799274,13857418,12339083,6714128,9007103,9395835,2721899,470497,167563,62808,62940,17-00000-20191209
State,2019/12/10,17,IL,,,2637713,10064420,54565285,13226285,11979798,6708942,9194234,9775341,2862023,513632,183009,59687,62334,17-00000-20191210
State,2019/12/11,17,IL,,,2622654,10079479,54083186,13002223,11928254,6751393,9074304,9697759,2794094,531559,177786,65103,60711,17-00000-20191211
State,2019/12/12,17,IL,,,2539430,10162703,54910936,12969281,12160572,6888502,9284365,9855598,2899031,538691,187869,65823,61204,17-00000-20191212
State,2019/12/13,17,IL,,,2491501,10210632,57576429,13647073,13026366,7254463,9730030,10099131,2907233,572574,211999,67927,59633,17-00000-20191213
State,2019/12/14,17,IL,,,2793846,9908287,56471579,13041536,13223429,7518825,9761306,9444958,2652247,531866,193898,50831,52683,17-00000-20191214
State,2019/12/15,17,IL,,,2983907,9718226,49584281,11575993,11896909,6610289,8496022,8005242,2186500,471289,211694,63954,66389,17-00000-20191215
State,2019/12/16,17,IL,,,2679954,10022179,53318089,13112785,12209580,6549501,8920613,9193442,2585339,465037,164367,55553,61872,17-00000-20191216
State,2019/12/17,17,IL,,,2886269,9815864,53777125,12688874,12141234,6691992,9148888,9605742,2728566,467937,179646,63874,60372,17-00000-20191217
State,2019/12/18,17,IL,,,2549453,10152680,53817401,12650433,12137466,6732081,9147263,9703661,2718071,464944,162840,50999,49643,17-00000-20191218
State,2019/12/19,17,IL,,,3014482,9687651,55749976,13672024,12610373,6944858,9346791,9624014,2734912,501724,186325,65360,63595,17-00000-20191219
State,2019/12/20,17,IL,,,2408209,10293924,61028053,14668262,13972170,7852874,10163231,10510032,2924725,590640,219346,65335,61438,17-00000-20191220
State,2019/12/21,17,IL,,,2685368,10016765,59183738,14514606,13996501,7757644,9923992,9445914,2634125,558694,231008,67485,53769,17-00000-20191221
State,2019/12/22,17,IL,,,2750884,9951249,54815512,13147325,13125285,7285486,9295664,8684812,2402507,525104,218924,69247,61158,17-00000-20191222
State,2019/12/23,17,IL,,,2602378,10099755,57936606,13899186,13401363,7503497,9826230,9614389,2792893,536243,217274,67164,78367,17-00000-20191223
State,2019/12/24,17,IL,,,2757120,9945013,54721873,13068201,12924320,7157421,9202860,8975133,2543874,505197,203874,63803,77190,17-00000-20191224
State,2019/12/25,17,IL,,,3071930,9630203,43011512,10259081,9337621,5106255,7054866,7733348,2560687,567502,232421,71833,87898,17-00000-20191225
State,2019/12/26,17,IL,,,2858699,9843434,49866669,11368583,11402718,6469325,8381336,8700501,2585648,559851,249596,80910,68201,17-00000-20191226
State,2019/12/27,17,IL,,,2744491,9957642,51355567,11253550,11653926,6708127,8894833,9239132,2662088,552186,249068,82851,59806,17-00000-20191227
State,2019/12/28,17,IL,,,2922797,9779336,50125485,11221117,11689053,6637163,8717971,8562260,2403591,514040,242111,75225,62954,17-00000-20191228
State,2019/12/29,17,IL,,,3401734,9300399,42232707,9471807,9933815,5665134,7260872,6967255,2036123,480162,258428,85768,73343,17-00000-20191229
State,2019/12/30,17,IL,,,2706231,9995902,46998660,9813086,11756568,6537895,8284559,7874979,2136280,378273,145209,41869,29942,17-00000-20191230
State,2019/12/31,17,IL,,,2331192,10370941,63925377,14011288,15879251,8750951,10972155,10744739,2869210,470624,158851,39170,29138,17-00000-20191231
State,2020/01/01,17,IL,,,3384504,9356576,37803342,9646394,9711909,4682497,5772494,5308784,1796366,502037,270292,71448,41121,17-00000-20200101
State,2020/01/02,17,IL,,,2731233,10009847,48193853,12418604,11888345,5765624,7260713,7305680,2571281,605611,277533,66153,34309,17-00000-20200102
State,2020/01/03,17,IL,,,2679727,10061353,49827926,12644030,12258459,6021105,7604696,7600858,2642584,630955,311047,74984,39208,17-00000-20200103
State,2020/01/04,17,IL,,,2970913,9770167,46774650,11808336,12011176,5897904,7164339,6629275,2257485,600130,290510,73430,42065,17-00000-20200104
State,2020/01/05,17,IL,,,3211235,9529845,41339520,10396645,10899943,5277077,6344190,5697462,1810029,500997,285067,80594,47516,17-00000-20200105
State,2020/01/06,17,IL,,,2781756,9959324,47438781,12224668,11680325,5674187,7087165,7250501,2598584,572278,251537,61872,37664,17-00000-20200106
State,2020/01/07,17,IL,,,2662744,10078336,48779034,12789092,12035381,5725899,7244721,7425414,2629670,584872,246318,62135,35532,17-00000-20200107
State,2020/01/08,17,IL,,,2620839,10120241,49353288,12887400,12066243,5816891,7358938,7582208,2676988,601972,262846,66907,32895,17-00000-20200108
State,2020/01/09,17,IL,,,2606151,10134929,49571371,13077357,12152035,5774123,7360391,7518964,2712377,608370,266773,68045,32936,17-00000-20200109
State,2020/01/10,17,IL,,,2541954,10199126,52450183,13727669,13271355,6328140,7811892,7650135,2657125,612268,291758,66060,33781,17-00000-20200110
State,2020/01/11,17,IL,,,3101210,9639870,45434502,11947360,12138367,5807235,6837320,6036986,1878019,463601,236754,59154,29706,17-00000-20200111
State,2020/01/12,17,IL,,,3253645,9487435,42726955,11054312,11363195,5452035,6519519,5727427,1765664,477363,261009,65713,40718,17-00000-20200112
State,2020/01/13,17,IL,,,2697600,10043480,48848367,12963229,12080364,5727164,7235231,7334547,2605869,574906,239444,56102,31511,17-00000-20200113
State,2020/01/14,17,IL,,,2628228,10112852,50362215,13292230,12410931,5930613,7485928,7605003,2723008,581396,242794,61544,28768,17-00000-20200114
State,2020/01/15,17,IL,,,2623783,10117297,50066144,13319856,12278415,5904873,7466446,7518325,2646157,583517,251962,62428,34165,17-00000-20200115
State,2020/01/16,17,IL,,,2592063,10149017,50808430,13613877,12480023,5941929,7520382,7568370,2685848,612925,273222,69754,42100,17-00000-20200116
State,2020/01/17,17,IL,,,2628849,10112231,51350836,14302920,12998003,6032035,7409281,7186560,2458227,575326,285313,64958,38213,17-00000-20200117
State,2020/01/18,17,IL,,,3055875,9685205,48263087,13002833,12722143,5997510,7220180,6494492,1993979,498357,241022,56550,36021,17-00000-20200118
State,2020/01/19,17,IL,,,3270921,9470159,42048444,10821593,11086613,5313266,6461290,5706628,1806519,478931,269539,65710,38355,17-00000-20200119
State,2020/01/20,17,IL,,,2896961,9844119,45750910,11760925,11271324,5506442,6874638,6921953,2425138,596457,291373,67026,35634,17-00000-20200120
State,2020/01/21,17,IL,,,2663620,10077460,49235699,12918359,12059002,5790878,7348668,7493378,2682689,588941,255035,62901,35848,17-00000-20200121
State,2020/01/22,17,IL,,,2557808,10183272,50223171,13344215,12347858,5910053,7474388,7533864,2669456,586742,261126,64035,31434,17-00000-20200122
State,2020/01/23,17,IL,,,2679926,10061154,49355069,13248882,12162213,5755559,7295209,7387046,2568357,562509,268685,68590,38019,17-00000-20200123
State,2020/01/24,17,IL,,,2589539,10151541,52381626,14021069,13204701,6250025,7751097,7568847,2603537,599259,284312,64560,34219,17-00000-20200124
State,2020/01/25,17,IL,,,2897506,9843574,49248876,12733465,12828198,6190546,7526139,6870844,2206660,563705,240549,54777,33993,17-00000-20200125
State,2020/01/26,17,IL,,,3085683,9655397,44443575,11474328,11748823,5636074,6803475,6009675,1915526,500237,253590,63020,38827,17-00000-20200126
State,2020/01/27,17,IL,,,2660361,10080719,49463681,13301601,12232077,5797189,7241248,7345248,2631126,576432,244159,59653,34948,17-00000-20200127
State,2020/01/28,17,IL,,,2632411,10108669,49731529,13168112,12236976,5882335,7362666,7480686,2661672,585705,253255,67202,32920,17-00000-20200128
State,2020/01/29,17,IL,,,2643078,10098002,49753840,13138895,12247142,5866212,7385310,7510767,2642534,599695,261546,67740,33999,17-00000-20200129
State,2020/01/30,17,IL,,,2587689,10153391,49436760,12897085,12080366,5742689,7296389,7532194,2716399,653423,355710,102746,59759,17-00000-20200130
State,2020/01/31,17,IL,,,2500358,10240722,52382388,13589163,13005271,6237244,7708946,7786224,2784886,685594,409788,107760,67512,17-00000-20200131
State,2020/02/01,17,IL,,,2761534,9979546,49705957,12604985,12924079,6176778,7473245,6945267,2399499,659399,366317,96341,60047,17-00000-20200201
State,2020/02/02,17,IL,,,2994730,9746350,45193858,11966670,12006295,5586918,6665533,5976595,1952356,538316,343191,95178,62806,17-00000-20200202
State,2020/02/03,17,IL,,,2593959,10147121,49160311,13091576,12130919,5726576,7128925,7272580,2646395,634408,361936,102281,64715,17-00000-20200203
State,2020/02/04,17,IL,,,2555844,10185236,48725116,12712359,11818035,5646613,7179773,7452995,2728684,649742,366886,105795,64234,17-00000-20200204
State,2020/02/05,17,IL,,,2608236,10132844,48920218,13059401,12011066,5692700,7118101,7261290,2635607,622460,349467,105365,64761,17-00000-20200205
State,2020/02/06,17,IL,,,2599053,10142027,50217432,13427770,12432223,5849865,7319972,7448792,2626362,616890,326193,105288,64077,17-00000-20200206
State,2020/02/07,17,IL,,,2455929,10285151,53680152,14123695,13451500,6387211,7906254,7847039,2774239,676347,354296,98700,60871,17-00000-20200207
State,2020/02/08,17,IL,,,2752119,9988961,49231697,12503253,12720964,6136155,7458928,6902130,2415472,644574,312271,81677,56273,17-00000-20200208
State,2020/02/09,17,IL,,,3468704,9272376,40698499,10417537,10663154,5145076,6035828,5521741,1837271,551629,326122,104236,95905,17-00000-20200209
State,2020/02/10,17,IL,,,2585287,10155793,51832688,13469988,12692486,6093722,7623474,7834141,2874220,679109,350775,116220,98553,17-00000-20200210
State,2020/02/11,17,IL,,,2389649,10351431,52622606,13667447,12707935,6201076,7768328,8037874,2959038,713646,351621,119931,95710,17-00000-20200211
State,2020/02/12,17,IL,,,2525696,10215384,52216681,13787577,12670501,6118108,7596590,7846711,2878402,696532,378725,134306,109229,17-00000-20200212
State,2020/02/13,17,IL,,,2561969,10179111,51732343,13589302,12743925,6117496,7515718,7643060,2769282,686480,423645,134360,109075,17-00000-20200213
State,2020/02/14,17,IL,,,2509693,10231387,56299841,14365130,13900331,6786769,8280005,8406129,3013546,785495,493478,144221,124737,17-00000-20200214
State,2020/02/15,17,IL,,,2813998,9927082,52255422,13065837,13174871,6496613,7860199,7496239,2680801,794642,439200,131141,115879,17-00000-20200215
State,2020/02/16,17,IL,,,3082150,9658930,46768710,11925819,11994417,5874873,6935287,6420172,2242786,682666,435612,134135,122943,17-00000-20200216
State,2020/02/17,17,IL,,,3567892,9173188,40927087,10197329,9819543,4842060,6107294,6310092,2407249,645824,388161,114691,94844,17-00000-20200217
State,2020/02/18,17,IL,,,2608516,10132564,52008655,13269920,12553162,6114179,7677820,7978501,2992252,746323,428322,135827,112349,17-00000-20200218
State,2020/02/19,17,IL,,,2467355,10273725,53698454,13687938,12962357,6263384,8002698,8299619,3080578,755873,419812,133825,92370,17-00000-20200219
State,2020/02/20,17,IL,,,2558088,10182992,52494080,13385324,12597659,6155575,7786457,8127900,3058952,760434,406910,131688,83181,17-00000-20200220
State,2020/02/21,17,IL,,,2529746,10211334,56224889,14464371,13604785,6657486,8330484,8490039,3148796,810557,467423,153992,96956,17-00000-20200221
State,2020/02/22,17,IL,,,2484172,10256908,54831372,14034591,13680794,6783421,8283290,7791444,2788406,816915,432850,131576,88085,17-00000-20200222
