Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population_Staying_at_Home,Population_Not_Staying_at_Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID
State,2021/03/07,17,IL,,,3023961,9647860,49778538,14757297,11941582,5876518,7186824,6579718,2199139,702884,384856,90947,58773,17-00000-20210307
State,2021/03/08,17,IL,,,2858801,9813020,54375619,16172321,13090843,6282654,7903285,7533590,2429047,580308,250059,75364,58148,17-00000-20210308
State,2021/03/09,17,IL,,,2810673,9861148,57510506,17182433,13692991,6621824,8374700,8095192,2580179,598378,240218,78535,46056,17-00000-20210309
State,2021/03/10,17,IL,,,2797704,9874117,54246437,15845611,13241530,6389058,7951969,7510479,2375893,561536,244617,77318,48426,17-00000-20210310
State,2021/03/11,17,IL,,,2809982,9861839,54710403,15843031,13191693,6393109,8054283,7781841,2475607,594469,254296,75015,47059,17-00000-20210311
State,2021/03/12,17,IL,,,2629529,10042292,55747249,16092655,13515222,6504916,8172555,7815140,2513612,663138,343473,85423,41115,17-00000-20210312
State,2021/03/13,17,IL,,,2672908,9998913,56075039,16586344,13598232,6752871,8253579,7426767,2433303,701204,243811,48156,30772,17-00000-20210313
State,2021/03/14,17,IL,,,2932567,9739254,49129742,13826599,11938262,5950372,7312584,6606302,2221196,729324,397098,92030,55975,17-00000-20210314
State,2021/03/15,17,IL,,,3007532,9664289,50151494,14127964,12122445,5857691,7465125,7324780,2332797,553358,236397,73746,57191,17-00000-20210315
State,2021/03/16,17,IL,,,2713267,9958554,57582714,16380183,14088095,6819369,8584681,8171667,2569389,607018,241358,70761,50193,17-00000-20210316
State,2021/03/17,17,IL,,,2724302,9947519,53520371,14826995,13044334,6421632,8117299,7752231,2440028,567529,230864,73046,46413,17-00000-20210317
State,2021/03/18,17,IL,,,2687115,9984706,55260050,15566121,13545478,6568489,8274257,7843369,2479284,592029,259359,78107,53557,17-00000-20210318
State,2021/03/19,17,IL,,,2482265,10189556,57416885,16568182,14015830,6737304,8408589,7918144,2532020,686831,384075,106088,59822,17-00000-20210319
State,2021/03/20,17,IL,,,2544813,10127008,55172378,16023676,13413091,6609777,8092183,7356267,2465785,746983,327554,80810,56252,17-00000-20210320
State,2021/03/21,17,IL,,,2634891,10036930,51741587,15773208,12513351,6034438,7314259,6520459,2216395,755261,446656,104059,63501,17-00000-20210321
State,2021/03/22,17,IL,,,2673331,9998490,59877254,18019730,14072392,6757926,8655355,8364005,2779030,718981,345222,91991,72622,17-00000-20210322
State,2021/03/23,17,IL,,,2637334,10034487,59790773,17259428,14168405,6941215,8855923,8601447,2800569,687577,320851,92073,63285,17-00000-20210323
State,2021/03/24,17,IL,,,2618371,10053450,60148640,17384316,14220893,6992303,8917024,8635440,2812690,716819,323629,87315,58211,17-00000-20210324
State,2021/03/25,17,IL,,,2595510,10076311,59963778,17401577,14480715,6976677,8783134,8363685,2713026,710704,366594,101046,66620,17-00000-20210325
State,2021/03/26,17,IL,,,2537334,10134487,57673858,16310100,13620144,6847848,8670345,8260814,2464050,770734,482416,163357,84050,17-00000-20210326
State,2021/03/27,17,IL,,,2529354,10142467,57190775,16759397,13736762,6793019,8354572,7573848,2525571,809983,435793,122982,78848,17-00000-20210327
State,2021/03/28,17,IL,,,2799970,9871851,51879367,14834610,12312462,6095404,7633431,6992892,2352232,841487,556224,163751,96874,17-00000-20210328
State,2021/03/29,17,IL,,,2747785,9924036,56220648,16479991,13165538,6383810,8146568,7994390,2696963,747682,396696,114864,94146,17-00000-20210329
State,2021/03/30,17,IL,,,2647355,10024466,57547498,16753846,13646851,6635111,8440122,8170965,2679167,723804,344800,94298,58534,17-00000-20210330
State,2021/03/31,17,IL,,,2624245,10047576,59576122,17133446,13957255,6887397,8869301,8603194,2808511,757639,387581,103279,68519,17-00000-20210331
State,2021/04/01,17,IL,,,2683644,9988177,57475121,16323280,13793322,6722465,8469304,8095564,2675745,769281,432720,122585,70855,17-00000-20210401
State,2021/04/02,17,IL,,,2503784,10168037,59129203,16991296,14030425,6940454,8678370,8239062,2721002,829570,499926,129719,69379,17-00000-20210402
State,2021/04/03,17,IL,,,2497282,10174539,57469303,17096954,13800195,6805426,8337184,7524079,2546668,826786,384228,91070,56713,17-00000-20210403
State,2021/04/04,17,IL,,,2820991,9850830,46619678,13788151,10599657,5153082,6637528,6603211,2406044,800545,446851,114377,70232,17-00000-20210404
State,2021/04/05,17,IL,,,2697143,9974678,59394816,17589801,14027038,6860888,8618856,8338023,2742141,724792,336162,89770,67345,17-00000-20210405
State,2021/04/06,17,IL,,,2565391,10106430,59009848,18559208,14312378,6730599,8260048,7764404,2437600,585061,241932,68586,50032,17-00000-20210406
State,2021/04/07,17,IL,,,2670760,10001061,61676801,18124656,14600241,7123939,9026222,8884211,2844266,678478,266783,75015,52990,17-00000-20210407
State,2021/04/08,17,IL,,,2601556,10070265,58860540,16993623,14185572,6888581,8698423,8336437,2688068,654811,283416,77783,53826,17-00000-20210408
State,2021/04/09,17,IL,,,2425934,10245887,62713779,18375136,15088435,7328940,9159060,8714827,2796339,750741,358529,88581,53191,17-00000-20210409
State,2021/04/10,17,IL,,,2608703,10063118,55604882,15155965,13616594,6858265,8449527,7685604,2581115,797038,340665,70824,49285,17-00000-20210410
State,2021/04/11,17,IL,,,2909739,9762082,50420712,14743131,12071569,5972449,7406984,6777626,2224812,722621,365546,81446,54528,17-00000-20210411
State,2021/04/12,17,IL,,,2708041,9963780,63653112,19323064,15511168,7383407,9143489,8625211,2683451,624065,237184,67490,54583,17-00000-20210412
State,2021/04/13,17,IL,,,2649604,10022217,62948644,18796205,15188510,7354498,9203303,8719262,2713413,625628,237098,64248,46479,17-00000-20210413
State,2021/04/14,17,IL,,,2707907,9963914,62996113,18443293,15262355,7397895,9305273,8881634,2735941,622123,235470,69098,43031,17-00000-20210414
State,2021/04/15,17,IL,,,2633122,10038699,63363125,18846032,15493134,7387648,9230592,8669323,2697580,647070,269572,76649,45525,17-00000-20210415
State,2021/04/16,17,IL,,,2466360,10205461,69433057,20842394,16882210,8126656,10056653,9336085,2930455,768801,355854,83967,49982,17-00000-20210416
State,2021/04/17,17,IL,,,2539249,10132572,59635897,17644773,14196822,7030844,8645024,8008740,2771603,876779,353416,65048,42848,17-00000-20210417
State,2021/04/18,17,IL,,,2826078,9845743,53162721,15836680,12661276,6166987,7683388,7066044,2403552,803403,401767,85635,53989,17-00000-20210418
State,2021/04/19,17,IL,,,2734937,9936884,60785211,17912909,14710212,7106680,8906117,8472025,2641828,641281,261793,76117,56249,17-00000-20210419
State,2021/04/20,17,IL,,,2682802,9989019,60435071,17889610,14862776,7066249,8818668,8326741,2568934,578776,218587,63473,41257,17-00000-20210420
State,2021/04/21,17,IL,,,2927033,9744788,58474536,16265493,13952724,6895849,8899127,8718054,2733783,633187,259253,71657,45409,17-00000-20210421
State,2021/04/22,17,IL,,,2982124,9689697,60088200,17070299,14222815,7108366,8980541,8782775,2803453,677828,301023,86387,54713,17-00000-20210422
State,2021/04/23,17,IL,,,2846081,9825740,60764047,17192462,14139042,7156302,9156212,8944320,2886027,767244,372825,94887,54726,17-00000-20210423
State,2021/04/24,17,IL,,,2962376,9709445,55894720,15765383,13067817,6736743,8473490,7889799,2726263,799698,322243,64841,48443,17-00000-20210424
State,2021/04/25,17,IL,,,3205248,9466573,49236512,14153113,11425026,5721657,7277010,6861794,2466062,776030,403537,93788,58495,17-00000-20210425
State,2021/04/26,17,IL,,,3015263,9656558,59593288,17665262,13933353,6895486,8722303,8575410,2758887,659167,259115,68904,55401,17-00000-20210426
State,2021/04/27,17,IL,,,3008439,9663382,58650970,16723728,13698865,6864721,8791460,8704385,2829134,663445,255641,67885,51706,17-00000-20210427
State,2021/04/28,17,IL,,,2992041,9679780,58294505,16270016,13753980,6908141,8771858,8743813,2823516,646836,256210,69543,50592,17-00000-20210428
State,2021/04/29,17,IL,,,2953182,9718639,62153325,18331167,14440557,7256698,9166664,9048854,2857776,662532,272677,70270,46130,17-00000-20210429
State,2021/04/30,17,IL,,,2911614,9760207,61766486,17253682,14577935,7360114,9272820,9061695,2958887,771701,370223,87181,52248,17-00000-20210430
State,2021/05/01,17,IL,,,3011895,9659926,57484904,16179243,13524059,6770573,8684719,8177617,2831382,855673,345086,68331,48221,17-00000-20210501
State,2021/05/02,17,IL,,,3186381,9485440,50288679,14696418,11611229,5817273,7303839,6996355,2459663,830819,422517,93093,57473,17-00000-20210502
State,2021/05/03,17,IL,,,2980998,9690823,57908839,17329987,13485986,6666276,8396426,8321882,2713827,637335,240912,65015,51193,17-00000-20210503
State,2021/05/04,17,IL,,,3033040,9638781,57735626,15845178,13665998,6794492,8771127,8799121,2848703,645874,249380,65841,49912,17-00000-20210504
State,2021/05/05,17,IL,,,3021569,9650252,62967055,17564379,14752405,7484857,9639002,9510626,2979391,668571,257593,66058,44173,17-00000-20210505
State,2021/05/06,17,IL,,,2963364,9708457,62685785,18764596,14423234,7217169,9203421,9060299,2920996,686621,290924,72395,46130,17-00000-20210506
State,2021/05/07,17,IL,,,2895810,9776011,62581395,17524986,14692514,7437053,9411573,9190874,3003911,791791,390230,90480,47983,17-00000-20210507
State,2021/05/08,17,IL,,,2977868,9693953,56699449,15757515,13276334,6795005,8462108,8172305,2902672,865267,354694,68723,44826,17-00000-20210508
State,2021/05/09,17,IL,,,3200389,9471432,49676362,14240268,11656845,5722886,7287859,6946116,2470590,785546,413751,94148,58353,17-00000-20210509
State,2021/05/10,17,IL,,,3036796,9635025,61453357,18349360,14298768,7054498,8994779,8841452,2883411,664983,254239,62387,49480,17-00000-20210510
State,2021/05/11,17,IL,,,2982637,9689184,60168629,16865717,14309701,7058191,8976095,8975374,2940098,666671,259207,65100,52475,17-00000-20210511
State,2021/05/12,17,IL,,,3001438,9670383,63045075,18420073,14719783,7285779,9317115,9236369,2989634,689073,269749,64579,52921,17-00000-20210512
State,2021/05/13,17,IL,,,2996787,9675034,60646659,17184207,14237529,6973326,9093092,9092160,2980615,677195,287346,71670,49519,17-00000-20210513
State,2021/05/14,17,IL,,,2910489,9761332,63493140,18365833,14890440,7316561,9385719,9220132,3000075,769023,408216,87431,49710,17-00000-20210514
State,2021/05/15,17,IL,,,2986081,9685740,57059681,16244216,13444842,6843471,8470660,7938814,2781863,840415,377721,71609,46070,17-00000-20210515
State,2021/05/16,17,IL,,,3186645,9485176,51043351,15270106,11640109,5761646,7381540,7007853,2518254,846184,453977,101191,62491,17-00000-20210516
State,2021/05/17,17,IL,,,3079672,9592149,60898198,18397618,14168212,6888858,8752816,8773820,2906663,645424,252049,61957,50781,17-00000-20210517
State,2021/05/18,17,IL,,,2969128,9702693,58450642,19150586,13355741,6241382,7976222,8063806,2670629,622746,255365,61990,52175,17-00000-20210518
State,2021/05/19,17,IL,,,3000756,9671065,62090543,17915852,14729626,7187131,9099411,9174701,2942374,671092,256604,64760,48992,17-00000-20210519
State,2021/05/20,17,IL,,,3031919,9639902,60747687,16860021,14383562,7111020,9136151,9093147,3034559,715411,294246,70363,49207,17-00000-20210520
State,2021/05/21,17,IL,,,2948436,9723385,61825254,17428824,14695342,7292733,9066216,8983564,3013247,801448,396389,92681,54810,17-00000-20210521
State,2021/05/22,17,IL,,,3078166,9593655,55943560,15756544,13221884,6653107,8214369,7905618,2843618,867748,356427,74848,49397,17-00000-20210522
State,2021/05/23,17,IL,,,3150176,9521645,54817818,17467643,13254988,6420156,7507336,6688520,2293582,708711,334588,78435,63859,17-00000-20210523
State,2021/05/24,17,IL,,,3029943,9641878,59115324,17967801,13848509,6798399,8421989,8218865,2774495,676424,280922,71520,56400,17-00000-20210524
State,2021/05/25,17,IL,,,3115111,9556710,55396512,14893107,12941558,6565351,8399999,8626825,2914542,679208,260432,67172,48318,17-00000-20210525
State,2021/05/26,17,IL,,,3067895,9603926,55526535,17605587,12579829,6023910,7589816,7893690,2725288,696029,290878,76302,45206,17-00000-20210526
State,2021/05/27,17,IL,,,3015937,9655884,57166709,15700016,13310670,6621258,8527357,8751293,2987628,783515,350263,83376,51333,17-00000-20210527
State,2021/05/28,17,IL,,,3000332,9671489,53940733,14292662,12669155,6277918,8110342,8328762,2834516,825908,443136,103182,55152,17-00000-20210528
State,2021/05/29,17,IL,,,3103234,9568587,51667904,13805571,12561245,6242435,7766169,7350126,2560699,829925,409062,88674,53998,17-00000-20210529
State,2021/05/30,17,IL,,,3192940,9478881,48986817,12847366,11261757,5812200,7420217,7665941,2735779,773580,330131,76595,63251,17-00000-20210530
State,2021/05/31,17,IL,,,3219593,9452228,51650063,16594053,12318219,5729803,6819319,6405784,2298604,798663,499493,118267,67858,17-00000-20210531
State,2021/06/01,17,IL,,,3069579,9602242,58007408,16518252,13927634,6762063,8536263,8353166,2818179,671332,285213,72664,62642,17-00000-20210601
State,2021/06/02,17,IL,,,3092373,9579448,55585197,16160367,13090618,6444914,8132406,8061249,2677338,634825,255841,71339,56300,17-00000-20210602
State,2021/06/03,17,IL,,,3093273,9578548,58854479,16621332,14066050,6866467,8744669,8588181,2862240,694053,279033,71883,60571,17-00000-20210603
State,2021/06/04,17,IL,,,3010845,9660976,60171364,17375931,14231790,6971052,8764667,8581584,2909910,785344,397382,92287,61417,17-00000-20210604
State,2021/06/05,17,IL,,,3116506,9555315,55218742,15873354,13046079,6507629,7986206,7701551,2751704,867898,357787,72425,54109,17-00000-20210605
State,2021/06/06,17,IL,,,3237017,9434804,50084271,15043417,11792694,5701620,7059718,6697224,2410624,807908,413762,92977,64327,17-00000-20210606
State,2021/06/07,17,IL,,,3057179,9614642,60503967,18917108,14132191,6775626,8497577,8343795,2777191,684242,256808,64026,55403,17-00000-20210607
State,2021/06/08,17,IL,,,3085633,9586188,58456750,16463358,13850793,6836692,8620842,8737107,2878847,687759,267450,66615,47287,17-00000-20210608
State,2021/06/09,17,IL,,,3087263,9584558,56068665,15306669,13015058,6651147,8589211,8569267,2856842,698391,267182,66931,47967,17-00000-20210609
State,2021/06/10,17,IL,,,3054897,9616924,55398566,15819828,13038958,6369040,8170806,8109295,2789387,686736,290779,73773,49964,17-00000-20210610
State,2021/06/11,17,IL,,,2954907,9716914,59165939,16720704,13796114,6930648,8834297,8631474,2912301,782396,411893,95081,51031,17-00000-20210611
State,2021/06/12,17,IL,,,3040274,9631547,54554671,15484417,12811696,6500090,7974090,7650342,2782906,854101,379542,73935,43552,17-00000-20210612
State,2021/06/13,17,IL,,,3254786,9417035,48939249,14083171,11338502,5763791,7017424,6757216,2515213,858811,453207,97109,54805,17-00000-20210613
State,2021/06/14,17,IL,,,3106979,9564842,55857517,15869085,13418100,6514862,8233177,8036569,2739095,656273,269574,70396,50386,17-00000-20210614
State,2021/06/15,17,IL,,,3050255,9621566,59268896,17176956,13864808,6917655,8694388,8640659,2895762,689801,276856,62636,49375,17-00000-20210615
State,2021/06/16,17,IL,,,3104646,9567175,56196891,15566415,13074436,6670416,8449206,8497971,2847494,695615,284235,63857,47246,17-00000-20210616
State,2021/06/17,17,IL,,,3033181,9638640,59410812,18032117,13777852,6688934,8558570,8446682,2820577,675860,291885,68906,49429,17-00000-20210617
State,2021/06/18,17,IL,,,2939082,9732739,60318217,17294815,14012348,6979373,8886159,8816009,2961962,811234,412281,93581,50455,17-00000-20210618
State,2021/06/19,17,IL,,,3052205,9619616,55592984,15878609,12906923,6559411,8180661,7833616,2818247,895951,396086,77691,45789,17-00000-20210619
State,2021/06/20,17,IL,,,3166875,9504946,49291135,15156468,11141376,5402579,6863703,6796316,2473709,846568,457804,98337,54275,17-00000-20210620
State,2021/06/21,17,IL,,,3070852,9600969,58862292,17657635,13732643,6747460,8420621,8402117,2817465,680867,281654,71513,50317,17-00000-20210621
State,2021/06/22,17,IL,,,3096741,9575080,54234877,15098120,12636662,6392220,8093161,8220089,2746401,664731,269242,66872,47379,17-00000-20210622
State,2021/06/23,17,IL,,,3040637,9631184,55178440,15726340,12948530,6367432,8120854,8214289,2746150,662728,274099,69785,48233,17-00000-20210623
State,2021/06/24,17,IL,,,2972135,9699686,60051915,18120369,13696669,6636448,8669594,8848020,2948278,711421,295252,75930,49934,17-00000-20210624
State,2021/06/25,17,IL,,,2885443,9786378,59291820,17412677,13672219,6743360,8503864,8678566,2908471,799419,424387,93572,55285,17-00000-20210625
State,2021/06/26,17,IL,,,3007722,9664099,55000847,16468202,12679296,6303042,7820085,7628346,2739345,853992,382098,78934,47507,17-00000-20210626
